Year,Month,Day,Hour,PM2.5,PM10_mask,Retrospective
2016,12,27,6,24.4,0.97,0
2016,12,27,7,20.89,0.98,0
2016,12,27,8,21.77,0.8,0
2016,12,27,9,19.72,0.76,0
2016,12,27,10,18.93,0.98,0
2016,12,27,11,18.97,0.97,0
2016,12,27,12,20.09,0.97,0
2016,12,27,13,25.13,0.98,0
2016,12,27,14,31.6,0.98,0
2016,12,27,15,31.61,0.98,0
2016,12,27,16,35.26,0.98,0
2016,12,27,17,34.5,0.94,0
2016,12,27,18,29.05,0.94,0
2016,12,27,19,26.7,0.94,0
2016,12,27,20,26.54,0.94,0
2016,12,27,21,25.23,0.98,0
2016,12,27,22,21.6,0.94,0
2016,12,27,23,19.93,0.94,0
2016,12,28,0,19.08,0.94,0
2016,12,28,1,18.19,0.98,0
2016,12,28,2,19.85,0.98,0
2016,12,28,3,23.74,0.98,0
2016,12,28,4,23.33,0.81,0
2016,12,28,5,22.43,0.78,0
2016,12,28,6,19.28,0.77,0
2016,12,28,7,20.6,0.77,0
2016,12,28,8,21.24,0.71,0
2016,12,28,10,22.24,0.71,0
2016,12,28,11,22.23,0.71,0
2016,12,28,12,22.1,0.97,0
2016,12,28,13,26.33,0.97,0
2016,12,28,14,30.32,0.97,0
2016,12,28,15,34.84,0.98,0
2016,12,28,16,33.81,0.94,0
2016,12,28,17,33.89,0.94,0
2016,12,28,18,31.12,0.95,0
2016,12,28,19,27.12,0.97,0
2016,12,28,20,29.44,0.97,0
2016,12,28,21,27.52,0.97,0
2016,12,28,22,25.04,0.97,0
2016,12,28,23,24.19,0.97,0
2016,12,29,0,24.34,0.97,0
2016,12,29,1,26.48,0.97,0
2016,12,29,2,28.07,0.98,0
2016,12,29,3,31.14,0.97,0
2016,12,29,4,35.71,0.82,0
2016,12,29,5,31.26,0.78,0
2016,12,29,6,31.26,0.76,0
2016,12,29,7,29.1,0.75,0
2016,12,29,8,27.81,0.71,0
2016,12,29,9,27.55,0.71,0
2016,12,29,10,27.28,0.7,0
2016,12,29,11,26.08,0.7,0
2016,12,29,12,26.58,0.66,0
2016,12,29,13,30.02,0.66,0
2016,12,29,14,38.8,0.66,0
2016,12,29,15,48.9,0.66,0
2016,12,29,16,42.68,0.71,0
2016,12,29,17,39.49,0.71,0
2016,12,29,18,33.45,0.72,0
2016,12,29,19,31.52,0.7,0
2016,12,29,20,32.18,0.7,0
2016,12,29,21,34.45,0.72,0
2016,12,29,22,34.81,0.7,0
2016,12,29,23,31.59,0.7,0
2016,12,30,0,27,0.71,0
2016,12,30,1,28.56,0.71,0
2016,12,30,2,30.01,0.75,0
2016,12,30,3,34.52,0.75,0
2016,12,30,4,33.11,0.75,0
2016,12,30,5,30.17,0.75,0
2016,12,30,6,28.68,0.75,0
2016,12,30,7,27.42,0.75,0
2016,12,30,8,27.91,0.71,0
2016,12,30,9,26.97,0.71,0
2016,12,30,10,27.36,0.71,0
2016,12,30,11,23.69,0.72,0
2016,12,30,12,26.01,0.72,0
2016,12,30,13,30.18,0.71,0
2016,12,30,14,33.23,0.71,0
2016,12,30,15,43.49,0.72,0
2016,12,30,16,41.33,0.72,0
2016,12,30,17,35.29,0.64,0
2016,12,30,18,35.87,0.58,0
2016,12,30,19,34.1,0.57,0
2016,12,30,20,34.86,0.56,0
2016,12,30,21,33.75,0.56,0
2016,12,30,22,33.48,0.68,0
2016,12,30,23,30.43,0.64,0
2016,12,31,0,27.73,0.7,0
2016,12,31,1,30.34,0.7,0
2016,12,31,2,32.76,0.7,0
2016,12,31,3,37.24,0.7,0
2016,12,31,4,33.87,0.63,0
2016,12,31,5,35.11,0.63,0
2016,12,31,6,30.74,0.64,0
2016,12,31,7,28.03,0.64,0
2016,12,31,8,29.69,0.65,0
2016,12,31,9,29.47,0.65,0
2016,12,31,10,26.61,0.65,0
2016,12,31,11,24.96,0.65,0
2016,12,31,12,25.45,0.67,0
2016,12,31,13,27.08,0.65,0
2016,12,31,14,28.24,0.87,0
2016,12,31,15,32.7,0.65,0
2016,12,31,16,31.71,0.65,0
2016,12,31,17,26.16,0.86,0
2016,12,31,18,23.64,0.86,0
2016,12,31,19,25.66,0.62,0
2016,12,31,20,28.78,0.7,0
2016,12,31,21,29.21,0.7,0
2016,12,31,22,25.79,0.62,0
2016,12,31,23,20.59,0.86,0
2017,1,1,0,22.9,0.64,0
2017,1,1,1,22.32,0.64,0
2017,1,1,2,24.4,0.65,0
2017,1,1,3,27.69,0.65,0
2017,1,1,4,26.96,0.65,0
2017,1,1,5,21.71,0.86,0
2017,1,1,6,21.72,0.86,0
2017,1,1,7,22.53,0.86,0
2017,1,1,8,23.79,0.65,0
2017,1,1,9,22.24,0.73,0
2017,1,1,10,23.02,0.91,0
2017,1,1,11,20.59,0.88,0
2017,1,1,12,19.43,0.88,0
2017,1,1,13,24.02,0.66,0
2017,1,1,14,26.83,0.68,0
2017,1,1,15,24.93,0.64,0
2017,1,1,16,25.56,0.86,0
2017,1,1,17,22.66,0.87,0
2017,1,1,18,20.06,0.87,0
2017,1,1,19,19.86,0.89,0
2017,1,1,20,18.52,0.65,0
2017,1,1,21,19.88,0.87,0
2017,1,1,22,18.93,0.64,0
2017,1,1,23,16.92,0.87,0
2017,1,2,0,16.05,0.86,0
2017,1,2,1,16.05,0.86,0
2017,1,2,2,17.96,0.68,0
2017,1,2,3,20.59,0.71,0
2017,1,2,4,20.19,0.74,0
2017,1,2,5,18.55,0.75,0
2017,1,2,6,18.07,0.75,0
2017,1,2,7,16.47,0.74,0
2017,1,2,8,22.56,0.93,0
2017,1,2,9,17.08,0.75,0
2017,1,2,10,18.6,0.72,0
2017,1,2,11,15.17,0.91,0
2017,1,2,12,15.09,0.88,0
2017,1,2,13,20.5,0.67,0
2017,1,2,14,25.76,0.66,0
2017,1,2,15,26.44,0.67,0
2017,1,2,16,24.79,0.88,0
2017,1,2,17,22.55,0.92,0
2017,1,2,18,20.75,0.69,0
2017,1,2,19,19.18,0.68,0
2017,1,2,20,18.74,0.69,0
2017,1,2,21,22.5,0.68,0
2017,1,2,22,19.08,0.93,0
2017,1,2,23,18.22,0.9,0
2017,1,3,0,13.38,0.9,0
2017,1,3,1,17.38,0.73,0
2017,1,3,2,18.21,0.75,0
2017,1,3,3,21.3,0.79,0
2017,1,3,4,21.67,0.8,0
2017,1,3,5,18.71,0.76,0
2017,1,3,6,16.79,0.76,0
2017,1,3,7,15.45,0.69,0
2017,1,3,8,17.21,0.9,0
2017,1,3,9,16.78,0.93,0
2017,1,3,10,13.92,0.68,0
2017,1,3,11,16.16,0.69,0
2017,1,3,12,19.67,0.66,0
2017,1,3,13,23.52,0.66,0
2017,1,3,14,28.68,0.66,0
2017,1,3,15,30.97,0.67,0
2017,1,3,16,30.53,0.67,0
2017,1,3,17,26.45,0.67,0
2017,1,3,18,22.46,0.88,0
2017,1,3,19,21.26,0.88,0
2017,1,3,20,19.69,0.66,0
2017,1,3,21,21.15,0.88,0
2017,1,3,22,21.77,0.88,0
2017,1,3,23,19.75,0.91,0
2017,1,4,0,17.65,0.68,0
2017,1,4,1,16.46,0.89,0
2017,1,4,2,22.84,0.78,0
2017,1,4,3,26.85,0.79,0
2017,1,4,4,26.57,0.79,0
2017,1,4,5,22.05,0.79,0
2017,1,4,6,19.61,0.78,0
2017,1,4,7,18.36,0.78,0
2017,1,4,8,18.96,0.72,0
2017,1,4,9,17.54,0.6,0
2017,1,4,10,22.98,0.77,0
2017,1,4,11,21.59,0.75,0
2017,1,4,12,24.62,0.75,0
2017,1,4,13,27.28,0.73,0
2017,1,4,14,29.75,0.74,0
2017,1,4,15,30.02,0.73,0
2017,1,4,16,29.41,0.66,0
2017,1,4,17,26.49,0.66,0
2017,1,4,18,26.45,0.74,0
2017,1,4,19,22.8,0.7,0
2017,1,4,20,21.02,0.73,0
2017,1,4,21,22.53,0.73,0
2017,1,4,22,17.95,0.9,0
2017,1,4,23,17.82,0.91,0
2017,1,5,0,18.31,0.72,0
2017,1,5,1,18.53,0.77,0
2017,1,5,2,20.48,0.75,0
2017,1,5,3,23.3,0.75,0
2017,1,5,4,22.73,0.75,0
2017,1,5,5,22.53,0.74,0
2017,1,5,6,19.37,0.76,0
2017,1,5,7,18.98,0.76,0
2017,1,5,8,20.36,0.76,0
2017,1,5,9,17.89,0.74,0
2017,1,5,10,18.89,0.74,0
2017,1,5,11,21.09,0.74,0
2017,1,5,12,22.71,0.76,0
2017,1,5,13,24.45,0.76,0
2017,1,5,14,26.39,0.73,0
2017,1,5,15,31.02,0.73,0
2017,1,5,16,33.21,0.76,0
2017,1,5,17,28.94,0.76,0
2017,1,5,18,26.41,0.72,0
2017,1,5,19,25.29,0.74,0
2017,1,5,20,22.15,0.72,0
2017,1,5,21,22.65,0.74,0
2017,1,5,22,15.07,0.92,0
2017,1,5,23,15.5,0.73,0
2017,1,6,0,15.11,0.72,0
2017,1,6,1,16.36,0.74,0
2017,1,6,2,17.51,0.79,0
2017,1,6,3,18.65,0.77,0
2017,1,6,4,20.65,0.77,0
2017,1,6,5,18.6,0.77,0
2017,1,6,6,16.5,0.72,0
2017,1,6,7,14.99,0.74,0
2017,1,6,8,17.8,0.72,0
2017,1,6,9,18.37,0.72,0
2017,1,6,10,19.57,0.72,0
2017,1,6,11,18.83,0.72,0
2017,1,6,12,20.86,0.72,0
2017,1,6,13,22.96,0.7,0
2017,1,6,14,27.51,0.7,0
2017,1,6,15,29.26,0.72,0
2017,1,6,16,30,0.72,0
2017,1,6,17,25.23,0.74,0
2017,1,6,18,24.78,0.74,0
2017,1,6,19,26.77,0.74,0
2017,1,6,20,22.81,0.74,0
2017,1,6,21,24.97,0.74,0
2017,1,6,22,25.12,0.74,0
2017,1,6,23,25.6,0.74,0
2017,1,7,0,24.96,0.74,0
2017,1,7,1,19.91,0.76,0
2017,1,7,2,21.82,0.75,0
2017,1,7,3,26.93,0.74,0
2017,1,7,4,26.51,0.74,0
2017,1,7,5,22.37,0.74,0
2017,1,7,6,21.03,0.74,0
2017,1,7,7,19.92,0.72,0
2017,1,7,8,22.25,0.72,0
2017,1,7,9,21.27,0.72,0
2017,1,7,10,21.73,0.73,0
2017,1,7,11,23.37,0.73,0
2017,1,7,12,23.93,0.92,0
2017,1,7,13,27.01,0.73,0
2017,1,7,14,32.04,0.73,0
2017,1,7,15,39.04,0.74,0
2017,1,7,16,40.89,0.74,0
2017,1,7,17,36.35,0.74,0
2017,1,12,2,22.04,0.8,0
2017,1,12,3,24.83,0.81,0
2017,1,12,4,23.08,0.8,0
2017,1,12,5,21.55,0.8,0
2017,1,12,6,19.67,0.8,0
2017,1,12,7,19.8,0.78,0
2017,1,12,8,17.78,0.72,0
2017,1,12,9,15.84,0.72,0
2017,1,12,10,16.48,0.72,0
2017,1,12,11,18.65,0.72,0
2017,1,12,12,19.53,0.72,0
2017,1,12,13,19.84,0.72,0
2017,1,12,14,23.79,0.72,0
2017,1,12,15,28.25,0.72,0
2017,1,12,16,30.03,0.72,0
2017,1,12,17,30.47,0.72,0
2017,1,12,18,24.48,0.72,0
2017,1,12,19,21.6,0.72,0
2017,1,12,20,17.05,0.7,0
2017,1,12,21,18.46,0.7,0
2017,1,12,22,18.53,0.7,0
2017,1,12,23,18.84,0.7,0
2017,1,13,0,19.14,0.74,0
2017,1,13,1,19.1,0.75,0
2017,1,13,2,20.5,0.74,0
2017,1,13,3,18.21,0.75,0
2017,1,13,4,27.04,0.74,0
2017,1,13,5,22.25,0.76,0
2017,1,13,6,19.6,0.74,0
2017,1,13,7,20.35,0.74,0
2017,1,13,8,16.46,0.71,0
2017,1,13,9,19.11,0.72,0
2017,1,13,10,18.74,0.7,0
2017,1,13,11,16.57,0.75,0
2017,1,13,12,18.21,0.72,0
2017,1,13,13,21.95,0.72,0
2017,1,13,14,26.58,0.72,0
2017,1,13,15,30.2,0.73,0
2017,1,13,16,32.5,0.68,0
2017,1,13,17,30.82,0.68,0
2017,1,13,18,24.37,0.68,0
2017,1,13,19,24.42,0.68,0
2017,1,13,20,24.43,0.68,0
2017,1,13,21,28.4,0.68,0
2017,1,13,22,23.2,0.68,0
2017,1,13,23,18.02,0.89,0
2017,1,14,1,23.25,0.75,0
2017,1,14,2,23.25,0.78,0
2017,1,14,3,24.42,0.93,0
2017,1,14,4,22.24,0.76,0
2017,1,14,5,25.34,0.72,0
2017,1,14,6,25.86,0.72,0
2017,1,14,7,24.23,0.72,0
2017,1,14,8,23.7,0.72,0
2017,1,14,9,23.4,0.72,0
2017,1,14,10,23.22,0.74,0
2017,1,14,11,22.96,0.74,0
2017,1,14,12,25.87,0.76,0
2017,1,14,13,22.73,0.94,0
2017,1,14,14,32.9,0.74,0
2017,1,14,15,34.98,0.72,0
2017,1,14,16,34.87,0.72,0
2017,1,14,17,36.23,0.72,0
2017,1,14,18,33.72,0.72,0
2017,1,14,19,33.6,0.74,0
2017,1,14,20,29.85,0.92,0
2017,1,14,21,28.49,0.74,0
2017,1,14,22,29.48,0.92,0
2017,1,14,23,25.98,0.72,0
2017,1,15,0,25.88,0.92,0
2017,1,15,1,25.41,0.93,0
2017,1,15,2,26.13,0.93,0
2017,1,15,3,26.04,0.76,0
2017,1,15,4,27.11,0.76,0
2017,1,15,5,25.34,0.74,0
2017,1,15,6,23.98,0.74,0
2017,1,15,7,23.93,0.74,0
2017,1,15,8,21.02,0.99,0
2017,1,15,9,19.74,1,0
2017,1,15,10,19.67,0.99,0
2017,1,15,11,21.82,0.99,0
2017,1,15,12,23.78,0.99,0
2017,1,15,13,24.28,0.99,0
2017,1,15,14,32.02,0.99,0
2017,1,15,15,35.59,0.99,0
2017,1,15,16,42.35,1,0
2017,1,15,17,39.9,1,0
2017,1,15,18,32.76,1,0
2017,1,15,19,33.44,1,0
2017,1,15,20,32.54,1,0
2017,1,15,21,30.45,0.98,0
2017,1,15,22,27.29,0.98,0
2017,1,15,23,26.16,0.98,0
2017,1,16,0,26.41,0.98,0
2017,1,16,1,25.78,0.98,0
2017,1,16,2,27.52,0.98,0
2017,1,16,3,30.64,0.97,0
2017,1,16,4,27.39,0.79,0
2017,1,16,5,24.34,0.75,0
2017,1,16,6,21.51,0.75,0
2017,1,16,7,18.6,0.77,0
2017,1,16,8,19.62,0.93,0
2017,1,16,9,17.13,0.71,0
2017,1,16,10,20.93,0.71,0
2017,1,16,11,21.28,0.71,0
2017,1,16,12,22.03,0.71,0
2017,1,16,13,25.52,0.71,0
2017,1,16,14,30.53,0.73,0
2017,1,16,15,31.47,0.73,0
2017,1,16,16,35.53,0.69,0
2017,1,16,17,31.74,0.71,0
2017,1,16,18,33.41,0.94,0
2017,1,16,19,30.83,0.72,0
2017,1,16,20,28.18,0.72,0
2017,1,16,21,25.95,0.72,0
2017,1,16,22,24.75,0.72,0
2017,1,16,23,26.72,0.93,0
2017,1,17,0,26.12,0.93,0
2017,1,17,1,24.27,0.74,0
2017,1,17,2,26.44,0.77,0
2017,1,17,3,31.34,0.77,0
2017,1,17,4,31.25,0.93,0
2017,1,17,5,30.16,0.76,0
2017,1,17,6,26.83,0.78,0
2017,1,17,7,25.54,0.77,0
2017,1,17,8,24.67,0.71,0
2017,1,17,9,24.05,0.73,0
2017,1,17,10,19.07,0.97,0
2017,1,17,11,32.08,0.97,0
2017,1,17,12,32.1,0.97,0
2017,1,17,13,27.69,0.97,0
2017,1,17,14,27.68,0.97,0
2017,1,17,15,29.73,0.97,0
2017,1,17,16,32.58,0.97,0
2017,1,17,17,34.67,0.97,0
2017,1,17,18,34.97,0.97,0
2017,1,17,19,32.95,0.97,0
2017,1,17,20,36.54,0.97,0
2017,1,17,21,29.49,0.97,0
2017,1,17,22,29.79,0.97,0
2017,1,17,23,29.49,0.97,0
2017,1,18,0,32.11,0.97,0
2017,1,18,1,31.82,0.97,0
2017,1,18,2,31.33,0.94,0
2017,1,18,3,35.12,0.97,0
2017,1,18,4,30.88,0.81,0
2017,1,18,5,26.84,0.77,0
2017,1,18,6,25.05,0.77,0
2017,1,18,7,25.06,0.77,0
2017,1,18,8,21.89,0.71,0
2017,1,18,9,22.03,0.74,0
2017,1,18,10,22.06,0.74,0
2017,1,18,11,24.49,0.71,0
2017,1,18,12,25.62,0.71,0
2017,1,18,13,27.51,0.7,0
2017,1,18,14,36.19,0.7,0
2017,1,18,15,37.98,0.68,0
2017,1,18,16,38.6,0.68,0
2017,1,18,17,39.54,0.68,0
2017,1,18,18,38.97,0.7,0
2017,1,18,19,37.33,0.68,0
2017,1,18,20,31.99,0.68,0
2017,1,18,21,33.24,0.68,0
2017,1,18,22,32.84,0.7,0
2017,1,18,23,31.66,0.68,0
2017,1,19,0,30.51,0.68,0
2017,1,19,1,30.26,0.68,0
2017,1,19,2,32.34,0.74,0
2017,1,19,3,35.34,0.7,0
2017,1,19,4,31.83,0.76,0
2017,1,19,5,32.94,0.76,0
2017,1,19,6,27.08,0.76,0
2017,1,19,7,25.63,0.75,0
2017,1,19,8,22.09,0.68,0
2017,1,19,9,21.1,0.68,0
2017,1,19,10,21.29,0.7,0
2017,1,19,11,22.45,0.7,0
2017,1,19,12,23.54,0.7,0
2017,1,19,13,23.17,0.7,0
2017,1,19,14,25.9,0.77,0
2017,1,19,15,32.47,0.77,0
2017,1,19,16,37.26,1,0
2017,1,19,17,35.82,1,0
2017,1,19,18,32.74,0.98,0
2017,1,19,19,33.9,0.98,0
2017,1,19,20,33.08,0.98,0
2017,1,19,21,28.77,0.98,0
2017,1,19,22,28.73,0.98,0
2017,1,19,23,25.97,0.98,0
2017,1,20,0,27.51,0.98,0
2017,1,20,1,30.43,0.98,0
2017,1,20,2,33.85,0.98,0
2017,1,20,3,35.49,0.98,0
2017,1,20,4,32.36,0.82,0
2017,1,20,5,29.81,0.78,0
2017,1,20,6,23.9,0.73,0
2017,1,20,7,24.46,0.76,0
2017,1,20,8,24.76,0.76,0
2017,1,20,9,22.03,0.69,0
2017,1,20,10,20.78,0.7,0
2017,1,20,11,21.29,0.69,0
2017,1,20,12,21.33,0.7,0
2017,1,20,13,26.14,0.7,0
2017,1,20,14,28.77,0.7,0
2017,1,20,15,34.74,0.7,0
2017,1,20,16,32.92,0.71,0
2017,1,20,17,32.58,0.71,0
2017,1,20,18,32.83,0.62,0
2017,1,20,19,31.86,0.61,0
2017,1,20,23,21.49,0.88,0
2017,1,21,0,19.55,0.88,0
2017,1,21,1,24.54,0.71,0
2017,1,21,2,26.08,0.73,0
2017,1,21,3,27.94,0.69,0
2017,1,21,4,24.41,0.69,0
2017,1,21,5,22.62,0.69,0
2017,1,21,6,21.4,0.9,0
2017,1,21,7,22.46,0.69,0
2017,1,21,8,20.53,0.71,0
2017,1,21,9,19.36,0.73,0
2017,1,21,10,20.16,0.73,0
2017,1,21,11,22.59,0.73,0
2017,1,21,12,22.29,0.73,0
2017,1,21,13,21.94,0.73,0
2017,1,21,14,31.32,0.68,0
2017,1,21,15,32.59,0.68,0
2017,1,21,16,34.25,0.68,0
2017,1,21,17,34.4,0.93,0
2017,1,21,18,32.51,0.93,0
2017,1,21,19,28.46,0.93,0
2017,1,21,20,25.54,0.68,0
2017,1,21,21,24.22,0.68,0
2017,1,21,22,25.22,0.93,0
2017,1,21,23,21.34,0.93,0
2017,1,22,0,20.35,0.68,0
2017,1,22,1,18.67,0.77,0
2017,1,22,2,19.81,0.77,0
2017,1,22,3,24.69,0.77,0
2017,1,22,4,23.14,0.77,0
2017,1,22,5,23.09,0.68,0
2017,1,22,6,23.49,0.67,0
2017,1,22,7,20.94,0.67,0
2017,1,22,8,20.84,0.67,0
2017,1,22,9,20.62,0.67,0
2017,1,22,10,21.05,0.67,0
2017,1,23,1,21.74,0.95,0
2017,1,23,2,24.96,0.74,0
2017,1,23,3,26.2,0.74,0
2017,1,23,4,28.44,0.74,0
2017,1,23,5,27.85,0.74,0
2017,1,23,6,25.11,0.76,0
2017,1,23,7,23.61,0.76,0
2017,1,23,8,21.71,0.7,0
2017,1,23,9,20.87,0.7,0
2017,1,23,10,21.03,0.7,0
2017,1,23,11,19.95,0.7,0
2017,1,23,12,21.5,0.7,0
2017,1,23,13,23.05,0.7,0
2017,1,23,14,28.19,0.7,0
2017,1,23,15,31.85,0.69,0
2017,1,23,16,36.88,0.69,0
2017,1,23,17,39.6,0.69,0
2017,1,23,18,34.85,0.69,0
2017,1,23,19,31.94,0.69,0
2017,1,23,20,31.23,0.69,0
2017,1,23,21,31.17,0.69,0
2017,1,23,22,29.77,0.69,0
2017,1,23,23,29.13,0.71,0
2017,1,24,0,26.72,0.71,0
2017,1,24,1,29.85,0.75,0
2017,1,24,2,30.16,0.75,0
2017,1,24,3,35.23,0.75,0
2017,1,24,4,35.34,0.75,0
2017,1,24,5,32.32,0.75,0
2017,1,24,6,27.93,0.75,0
2017,1,24,7,23.9,0.75,0
2017,1,24,8,23.1,0.69,0
2017,1,24,9,22.23,0.69,0
2017,1,24,10,23.29,0.71,0
2017,1,24,11,23.65,0.69,0
2017,1,24,12,25.48,0.76,0
2017,1,24,13,28.33,0.74,0
2017,1,24,14,32.92,0.74,0
2017,1,24,15,36.14,0.74,0
2017,1,24,16,38.51,0.66,0
2017,1,24,17,36.56,0.66,0
2017,1,24,18,36.64,0.67,0
2017,1,24,19,39.96,0.68,0
2017,1,24,20,37.37,0.68,0
2017,1,24,21,34.55,0.68,0
2017,1,24,22,33.66,0.74,0
2017,1,24,23,35.82,0.76,0
2017,1,25,0,34.07,0.76,0
2017,1,25,1,31.69,0.76,0
2017,1,25,2,35.86,0.76,0
2017,1,25,3,41.35,0.76,0
2017,1,25,4,35.08,0.75,0
2017,1,25,5,35.04,0.75,0
2017,1,25,6,29.13,0.75,0
2017,1,25,7,25.76,0.74,0
2017,1,25,8,25.31,0.67,0
2017,1,25,9,22.01,0.67,0
2017,1,25,10,21.38,0.74,0
2017,1,25,11,21.04,0.67,0
2017,1,25,12,21.25,0.67,0
2017,1,25,13,27.2,0.67,0
2017,1,25,14,33.51,0.67,0
2017,1,25,15,33.8,0.66,0
2017,1,25,16,32.01,0.66,0
2017,1,25,17,30.49,0.66,0
2017,1,25,18,32.45,0.66,0
2017,1,25,19,32.08,0.85,0
2017,1,25,20,29.73,0.65,0
2017,1,25,21,29.82,0.64,0
2017,1,25,22,28.85,0.64,0
2017,1,25,23,24.47,0.71,0
2017,1,26,0,25.48,0.88,0
2017,1,26,1,24.33,0.73,0
2017,1,26,2,25.83,0.73,0
2017,1,26,3,31.11,0.73,0
2017,1,26,4,28.47,0.73,0
2017,1,26,5,26.03,0.73,0
2017,1,26,6,21.09,0.73,0
2017,1,26,7,20.64,0.77,0
2017,1,26,8,18.1,0.67,0
2017,1,26,9,19.36,0.67,0
2017,1,26,10,20.75,0.7,0
2017,1,26,11,22.29,0.7,0
2017,1,26,12,21.09,0.7,0
2017,1,26,13,25.76,0.7,0
2017,1,26,14,31.65,0.7,0
2017,1,26,15,33.59,0.7,0
2017,1,26,16,33.54,0.69,0
2017,1,26,17,32.03,0.69,0
2017,1,26,18,31.06,0.69,0
2017,1,26,19,27.85,0.69,0
2017,1,26,20,25.72,0.89,0
2017,1,26,21,24.95,0.69,0
2017,1,26,22,22.71,0.69,0
2017,1,26,23,22.18,0.76,0
2017,1,27,0,23.69,0.77,0
2017,1,27,1,24.92,0.77,0
2017,1,27,2,26.95,0.79,0
2017,1,27,3,31.99,0.77,0
2017,1,27,4,27.77,0.77,0
2017,1,27,5,26.26,0.77,0
2017,1,27,6,24.85,0.77,0
2017,1,27,7,23.92,0.75,0
2017,1,27,8,23.68,0.7,0
2017,1,27,9,22.89,0.7,0
2017,1,27,10,17.97,0.7,0
2017,1,27,11,30.56,0.7,0
2017,1,27,12,20.74,0.7,0
2017,1,27,13,23.54,0.7,0
2017,1,27,14,28.05,0.7,0
2017,1,27,15,33.77,0.7,0
2017,1,27,16,34.03,0.7,0
2017,1,27,17,34.54,0.7,0
2017,1,27,18,37.08,0.7,0
2017,1,27,19,35.65,0.69,0
2017,1,27,20,30.34,0.89,0
2017,1,27,21,28.5,0.69,0
2017,1,27,22,26.87,0.69,0
2017,1,27,23,26.11,0.75,0
2017,1,28,0,25.87,0.75,0
2017,1,28,1,25.78,0.75,0
2017,1,28,2,27.8,0.75,0
2017,1,28,3,30.77,0.75,0
2017,1,28,4,31.49,0.75,0
2017,1,28,5,30.25,0.7,0
2017,1,28,6,27.14,0.71,0
2017,1,28,7,25.54,0.7,0
2017,1,28,8,23.86,0.7,0
2017,1,28,9,22.45,0.7,0
2017,1,28,10,19.52,0.7,0
2017,1,28,22,41.26,0.76,0
2017,1,28,23,39.51,0.77,0
2017,1,29,0,38.46,0.77,0
2017,1,29,1,39.34,0.75,0
2017,1,29,2,42.38,0.75,0
2017,1,29,3,47.51,0.75,0
2017,1,29,4,54.4,0.75,0
2017,1,29,5,44.17,0.75,0
2017,1,29,6,38.75,0.75,0
2017,1,29,7,36.05,0.75,0
2017,1,29,8,28.01,0.71,0
2017,1,29,9,28.97,0.71,0
2017,1,29,10,28.86,0.71,0
2017,1,29,11,28.72,0.71,0
2017,1,29,12,26.93,0.7,0
2017,1,29,13,29.39,0.67,0
2017,1,29,14,37.76,0.67,0
2017,1,29,15,42.02,0.7,0
2017,1,29,16,42.08,0.69,0
2017,1,29,17,44.98,0.69,0
2017,1,29,18,43.04,0.69,0
2017,1,29,19,50.49,0.68,0
2017,1,29,20,46.53,0.68,0
2017,1,29,21,43.05,0.69,0
2017,1,29,22,40.84,0.69,0
2017,1,29,23,41.9,0.74,0
2017,1,30,0,41.28,0.75,0
2017,1,30,1,43.9,0.75,0
2017,1,30,2,48.91,0.75,0
2017,1,30,3,53.81,0.75,0
2017,1,30,4,55.8,0.75,0
2017,1,30,5,53.54,0.69,0
2017,1,30,6,42.06,0.97,0
2017,1,30,7,35.75,0.97,0
2017,1,30,8,33.91,0.97,0
2017,1,30,9,32.46,0.97,0
2017,1,30,10,30.1,0.97,0
2017,1,30,11,32.47,0.97,0
2017,1,30,12,31.53,0.97,0
2017,1,30,13,33.84,0.97,0
2017,1,30,14,42.55,0.98,0
2017,1,30,15,47.55,0.97,0
2017,1,30,16,52.9,0.96,0
2017,1,30,17,47.33,0.96,0
2017,1,30,18,49.17,0.96,0
2017,1,30,19,48.2,0.96,0
2017,1,30,20,45.57,0.96,0
2017,1,30,21,42.25,0.96,0
2017,1,30,22,38.94,0.97,0
2017,1,30,23,35.38,0.97,0
2017,1,31,8,27.97,0.72,0
2017,1,31,9,31.97,0.7,0
2017,1,31,10,27.2,0.7,0
2017,1,31,11,26.43,0.7,0
2017,1,31,12,29.45,0.7,0
2017,1,31,13,31.99,0.7,0
2017,1,31,14,38,0.7,0
2017,1,31,15,45.86,0.7,0
2017,1,31,16,46.85,0.7,0
2017,1,31,17,45.27,0.7,0
2017,1,31,18,43.63,0.7,0
2017,1,31,19,43.32,0.69,0
2017,1,31,20,42.44,0.65,0
2017,1,31,21,44.51,0.66,0
2017,1,31,22,41.11,0.66,0
2017,1,31,23,42.01,0.77,0
2017,2,1,9,28.38,0.7,0
2017,2,1,10,28.25,0.72,0
2017,2,1,11,27.26,0.71,0
2017,2,1,12,28.41,0.7,0
2017,2,1,13,32.06,0.69,0
2017,2,1,14,36.97,0.69,0
2017,2,1,15,43.27,0.7,0
2017,2,1,16,47.48,0.7,0
2017,2,1,17,41.27,0.7,0
2017,2,1,18,40.31,0.7,0
2017,2,1,19,40.27,0.69,0
2017,2,1,20,42.74,0.9,0
2017,2,1,21,40.51,0.9,0
2017,2,1,22,34.31,0.69,0
2017,2,1,23,36.97,0.92,0
2017,2,2,0,35.23,0.92,0
2017,2,2,2,35.16,0.76,0
2017,2,2,3,39.81,0.76,0
2017,2,2,4,39.3,0.76,0
2017,2,2,5,32.92,0.75,0
