,location,date,total_cases,new_cases,total_deaths,newcases
150108,Thailand,2021-07-12,345027.0,8656.0,2791.0,8656.0
150109,Thailand,2021-07-13,353712.0,8685.0,2847.0,8685.0
150110,Thailand,2021-07-14,363029.0,9317.0,2934.0,9317.0
150111,Thailand,2021-07-15,372215.0,9186.0,3032.0,9186.0
150112,Thailand,2021-07-16,381907.0,9692.0,3099.0,9692.0
150113,Thailand,2021-07-17,391989.0,10082.0,3240.0,10082.0
150114,Thailand,2021-07-18,403386.0,11397.0,3341.0,11397.0
150115,Thailand,2021-07-19,415170.0,11784.0,3422.0,11784.0
150116,Thailand,2021-07-20,426475.0,11305.0,3502.0,11305.0
150117,Thailand,2021-07-21,439477.0,13002.0,3610.0,13002.0
150118,Thailand,2021-07-22,453132.0,13655.0,3697.0,13655.0
150119,Thailand,2021-07-23,467707.0,14575.0,3811.0,14575.0
150120,Thailand,2021-07-24,481967.0,14260.0,3930.0,14260.0
150121,Thailand,2021-07-25,497302.0,15335.0,4059.0,15335.0
150122,Thailand,2021-07-26,512678.0,15376.0,4146.0,15376.0
150123,Thailand,2021-07-27,526828.0,14150.0,4264.0,14150.0
150124,Thailand,2021-07-28,543361.0,16533.0,4397.0,16533.0
150125,Thailand,2021-07-29,561030.0,17669.0,4562.0,17669.0
150126,Thailand,2021-07-30,578375.0,17345.0,4679.0,17345.0
150127,Thailand,2021-07-31,597287.0,18912.0,4857.0,18912.0
150128,Thailand,2021-08-01,615314.0,18027.0,4990.0,18027.0
150129,Thailand,2021-08-02,633284.0,17970.0,5168.0,17970.0
150130,Thailand,2021-08-03,652185.0,18901.0,5315.0,18901.0
150131,Thailand,2021-08-04,672385.0,20200.0,5503.0,20200.0
150132,Thailand,2021-08-05,693305.0,20920.0,5663.0,20920.0
150133,Thailand,2021-08-06,714684.0,21379.0,5854.0,21379.0
150134,Thailand,2021-08-07,736522.0,21838.0,6066.0,21838.0
150135,Thailand,2021-08-08,756505.0,19983.0,6204.0,19983.0
150136,Thailand,2021-08-09,776108.0,19603.0,6353.0,19603.0
150137,Thailand,2021-08-10,795951.0,19843.0,6588.0,19843.0
150138,Thailand,2021-08-11,816989.0,21038.0,6795.0,21038.0
150139,Thailand,2021-08-12,839771.0,22782.0,6942.0,22782.0
150140,Thailand,2021-08-13,863189.0,23418.0,7126.0,23418.0
150141,Thailand,2021-08-14,885275.0,22086.0,7343.0,22086.0
150142,Thailand,2021-08-15,907157.0,21882.0,7552.0,21882.0
150143,Thailand,2021-08-16,928314.0,21157.0,7734.0,21157.0
150144,Thailand,2021-08-17,948442.0,20128.0,7973.0,20128.0
150145,Thailand,2021-08-18,968957.0,20515.0,8285.0,20515.0
150146,Thailand,2021-08-19,989859.0,20902.0,8586.0,20902.0
150147,Thailand,2021-08-20,1009710.0,19851.0,8826.0,19851.0
150148,Thailand,2021-08-21,1030281.0,20571.0,9087.0,20571.0
150149,Thailand,2021-08-22,1049295.0,19014.0,9320.0,19014.0
150150,Thailand,2021-08-23,1066786.0,17491.0,9562.0,17491.0
150151,Thailand,2021-08-24,1083951.0,17165.0,9788.0,17165.0
150152,Thailand,2021-08-25,1102368.0,18417.0,10085.0,18417.0
150153,Thailand,2021-08-26,1120869.0,18501.0,10314.0,18501.0
150154,Thailand,2021-08-27,1139571.0,18702.0,10587.0,18702.0
150155,Thailand,2021-08-28,1157555.0,17984.0,10879.0,17984.0
150156,Thailand,2021-08-29,1174091.0,16536.0,11143.0,16536.0
150157,Thailand,2021-08-30,1190063.0,15972.0,11399.0,15972.0
150158,Thailand,2021-08-31,1204729.0,14666.0,11589.0,14666.0
150159,Thailand,2021-09-01,1219531.0,14802.0,11841.0,14802.0
150160,Thailand,2021-09-02,1234487.0,14956.0,12103.0,14956.0
150161,Thailand,2021-09-03,1249140.0,14653.0,12374.0,14653.0
150162,Thailand,2021-09-04,1265082.0,15942.0,12631.0,15942.0
150163,Thailand,2021-09-05,1280534.0,15452.0,12855.0,15452.0
150164,Thailand,2021-09-06,1294522.0,13988.0,13042.0,13988.0
150165,Thailand,2021-09-07,1308343.0,13821.0,13283.0,13821.0
150166,Thailand,2021-09-08,1322519.0,14176.0,13511.0,14176.0
150167,Thailand,2021-09-09,1338550.0,16031.0,13731.0,16031.0
150168,Thailand,2021-09-10,1352953.0,14403.0,13920.0,14403.0
150169,Thailand,2021-09-11,1368144.0,15191.0,14173.0,15191.0
150170,Thailand,2021-09-12,1382173.0,14029.0,14353.0,14029.0
150171,Thailand,2021-09-13,1394756.0,12583.0,14485.0,12583.0
150172,Thailand,2021-09-14,1406542.0,11786.0,14621.0,11786.0
150173,Thailand,2021-09-15,1420340.0,13798.0,14765.0,13798.0
150174,Thailand,2021-09-16,1434237.0,13897.0,14953.0,13897.0
150175,Thailand,2021-09-17,1448792.0,14555.0,15124.0,14555.0
150176,Thailand,2021-09-18,1462901.0,14109.0,15246.0,14109.0
150177,Thailand,2021-09-19,1476477.0,13576.0,15363.0,13576.0
150178,Thailand,2021-09-20,1489186.0,12709.0,15469.0,12709.0
150179,Thailand,2021-09-21,1500105.0,10919.0,15612.0,10919.0
150180,Thailand,2021-09-22,1511357.0,11252.0,15753.0,11252.0
150181,Thailand,2021-09-23,1524613.0,13256.0,15884.0,13256.0
150182,Thailand,2021-09-24,1537310.0,12697.0,16016.0,12697.0
150183,Thailand,2021-09-25,1549285.0,11975.0,16143.0,11975.0
150184,Thailand,2021-09-26,1561638.0,12353.0,16268.0,12353.0
150185,Thailand,2021-09-27,1571926.0,10288.0,16369.0,10288.0
150186,Thailand,2021-09-28,1581415.0,9489.0,16498.0,9489.0
150187,Thailand,2021-09-29,1591829.0,10414.0,16620.0,10414.0
150188,Thailand,2021-09-30,1603475.0,11646.0,16727.0,11646.0
150189,Thailand,2021-10-01,1615229.0,11754.0,16850.0,11754.0
150190,Thailand,2021-10-02,1626604.0,11375.0,16937.0,11375.0
150191,Thailand,2021-10-03,1637432.0,10828.0,17014.0,10828.0
150192,Thailand,2021-10-04,1647362.0,9930.0,17111.0,9930.0
150193,Thailand,2021-10-05,1657231.0,9869.0,17203.0,9869.0
150194,Thailand,2021-10-06,1667097.0,9866.0,17305.0,9866.0
150195,Thailand,2021-10-07,1678297.0,11200.0,17418.0,11200.0
150196,Thailand,2021-10-08,1689437.0,11140.0,17534.0,11140.0
150197,Thailand,2021-10-09,1700067.0,10630.0,17607.0,10630.0
150198,Thailand,2021-10-10,1710884.0,10817.0,17691.0,10817.0
150199,Thailand,2021-10-11,1720919.0,10035.0,17751.0,10035.0
150200,Thailand,2021-10-12,1730364.0,9445.0,17835.0,9445.0
150201,Thailand,2021-10-13,1740428.0,10064.0,17917.0,10064.0
150202,Thailand,2021-10-14,1751704.0,11276.0,18029.0,11276.0
150203,Thailand,2021-10-15,1762190.0,10486.0,18123.0,10486.0
150204,Thailand,2021-10-16,1772838.0,10648.0,18205.0,10648.0
150205,Thailand,2021-10-17,1783701.0,10863.0,18273.0,10863.0
150206,Thailand,2021-10-18,1793812.0,10111.0,18336.0,10111.0
150207,Thailand,2021-10-19,1802934.0,9122.0,18407.0,9122.0
150208,Thailand,2021-10-20,1811852.0,8918.0,18486.0,8918.0
150209,Thailand,2021-10-21,1821579.0,9727.0,18559.0,9727.0
150210,Thailand,2021-10-22,1831389.0,9810.0,18625.0,9810.0
150211,Thailand,2021-10-23,1841131.0,9742.0,18699.0,9742.0
150212,Thailand,2021-10-24,1850482.0,9351.0,18755.0,9351.0
150213,Thailand,2021-10-25,1859157.0,8675.0,18799.0,8675.0
150214,Thailand,2021-10-26,1866863.0,7706.0,18865.0,7706.0
150215,Thailand,2021-10-27,1875315.0,8452.0,18922.0,8452.0
150216,Thailand,2021-10-28,1884973.0,9658.0,19006.0,9658.0
150217,Thailand,2021-10-29,1893941.0,8968.0,19070.0,8968.0
150218,Thailand,2021-10-30,1903165.0,9224.0,19158.0,9224.0
150219,Thailand,2021-10-31,1912024.0,8859.0,19205.0,8859.0
150220,Thailand,2021-11-01,1920189.0,8165.0,19260.0,8165.0
150221,Thailand,2021-11-02,1927763.0,7574.0,19338.0,7574.0
150222,Thailand,2021-11-03,1935442.0,7679.0,19394.0,7679.0
150223,Thailand,2021-11-04,1943422.0,7980.0,19462.0,7980.0
150224,Thailand,2021-11-05,1951572.0,8150.0,19542.0,8150.0
150225,Thailand,2021-11-06,1960039.0,8467.0,19611.0,8467.0
150226,Thailand,2021-11-07,1967999.0,7960.0,19664.0,7960.0
150227,Thailand,2021-11-08,1975591.0,7592.0,19703.0,7592.0
150228,Thailand,2021-11-09,1982495.0,6904.0,19764.0,6904.0
150229,Thailand,2021-11-10,1989473.0,6978.0,19826.0,6978.0
150230,Thailand,2021-11-11,1996969.0,7496.0,19883.0,7496.0
150231,Thailand,2021-11-12,2004274.0,7305.0,19934.0,7305.0
150232,Thailand,2021-11-13,2011331.0,7057.0,19989.0,7057.0
150233,Thailand,2021-11-14,2018410.0,7079.0,20036.0,7079.0
150234,Thailand,2021-11-15,2024753.0,6343.0,20081.0,6343.0
150235,Thailand,2021-11-16,2030700.0,5947.0,20143.0,5947.0
150236,Thailand,2021-11-17,2037224.0,6524.0,20199.0,6524.0
150237,Thailand,2021-11-18,2044125.0,6901.0,20254.0,6901.0
150238,Thailand,2021-11-19,2050980.0,6855.0,20305.0,6855.0
150239,Thailand,2021-11-20,2057575.0,6595.0,20358.0,6595.0
150240,Thailand,2021-11-21,2064581.0,7006.0,20387.0,7006.0
150241,Thailand,2021-11-22,2071009.0,6428.0,20436.0,6428.0
150242,Thailand,2021-11-23,2076135.0,5126.0,20489.0,5126.0
150243,Thailand,2021-11-24,2081992.0,5857.0,20544.0,5857.0
150244,Thailand,2021-11-25,2088327.0,6335.0,20581.0,6335.0
150245,Thailand,2021-11-26,2094886.0,6559.0,20645.0,6559.0
150246,Thailand,2021-11-27,2100959.0,6073.0,20677.0,6073.0
150247,Thailand,2021-11-28,2106813.0,5854.0,20707.0,5854.0
150248,Thailand,2021-11-29,2111566.0,4753.0,20734.0,4753.0
150249,Thailand,2021-11-30,2115872.0,4306.0,20771.0,4306.0
150250,Thailand,2021-12-01,2120758.0,4886.0,20814.0,4886.0
150251,Thailand,2021-12-02,2125729.0,4971.0,20847.0,4971.0
150252,Thailand,2021-12-03,2130641.0,4912.0,20880.0,4912.0
150253,Thailand,2021-12-04,2136537.0,5896.0,20917.0,5896.0
150254,Thailand,2021-12-05,2141241.0,4704.0,20944.0,4704.0
150255,Thailand,2021-12-06,2145241.0,4000.0,20966.0,4000.0
150256,Thailand,2021-12-07,2148766.0,3525.0,20997.0,3525.0
150257,Thailand,2021-12-08,2152384.0,3618.0,21035.0,3618.0
150258,Thailand,2021-12-09,2156587.0,4203.0,21084.0,4203.0
150259,Thailand,2021-12-10,2160780.0,4193.0,21112.0,4193.0
150260,Thailand,2021-12-11,2164859.0,4079.0,21151.0,4079.0
150261,Thailand,2021-12-12,2168646.0,3787.0,21171.0,3787.0
150262,Thailand,2021-12-13,2172044.0,3398.0,21194.0,3398.0
150263,Thailand,2021-12-14,2174906.0,2862.0,21231.0,2862.0
150264,Thailand,2021-12-15,2178276.0,3370.0,21260.0,3370.0
150265,Thailand,2021-12-16,2181960.0,3684.0,21286.0,3684.0
150266,Thailand,2021-12-17,2185497.0,3537.0,21327.0,3537.0
150267,Thailand,2021-12-18,2188629.0,3132.0,21355.0,3132.0
150268,Thailand,2021-12-19,2191528.0,2899.0,21377.0,2899.0
150269,Thailand,2021-12-20,2194053.0,2525.0,21408.0,2525.0
150270,Thailand,2021-12-21,2196529.0,2476.0,21440.0,2476.0
150271,Thailand,2021-12-22,2199061.0,2532.0,21471.0,2532.0
150272,Thailand,2021-12-23,2202001.0,2940.0,21501.0,2940.0
150273,Thailand,2021-12-24,2204672.0,2671.0,21528.0,2671.0
150274,Thailand,2021-12-25,2207438.0,2766.0,21558.0,2766.0
150275,Thailand,2021-12-26,2209970.0,2532.0,21580.0,2532.0
150276,Thailand,2021-12-27,2212407.0,2437.0,21598.0,2437.0
150277,Thailand,2021-12-28,2214712.0,2305.0,21630.0,2305.0
150278,Thailand,2021-12-29,2217287.0,2575.0,21647.0,2575.0
150279,Thailand,2021-12-30,2220324.0,3037.0,21672.0,3037.0
150280,Thailand,2021-12-31,2223435.0,3111.0,21698.0,3111.0
150281,Thailand,2022-01-01,2226446.0,3011.0,21708.0,3011.0
150282,Thailand,2022-01-02,2229558.0,3112.0,21720.0,3112.0
150283,Thailand,2022-01-03,2232485.0,2927.0,21738.0,2927.0
150284,Thailand,2022-01-04,2235576.0,3091.0,21750.0,3091.0
150285,Thailand,2022-01-05,2239475.0,3899.0,21769.0,3899.0
150286,Thailand,2022-01-06,2245250.0,5775.0,21780.0,5775.0
150287,Thailand,2022-01-07,2252776.0,7526.0,21799.0,7526.0
150288,Thailand,2022-01-08,2261039.0,8263.0,21813.0,8263.0
150289,Thailand,2022-01-09,2269550.0,8511.0,21825.0,8511.0
150290,Thailand,2022-01-10,2277476.0,7926.0,21838.0,7926.0
150291,Thailand,2022-01-11,2284609.0,7133.0,21850.0,7133.0
150292,Thailand,2022-01-12,2300457.0,15848.0,21869.0,15848.0
150293,Thailand,2022-01-13,2308615.0,8158.0,21883.0,8158.0
150294,Thailand,2022-01-14,2316408.0,7793.0,21898.0,7793.0
150295,Thailand,2022-01-15,2324485.0,8077.0,21916.0,8077.0
150296,Thailand,2022-01-16,2331414.0,6929.0,21925.0,6929.0
150297,Thailand,2022-01-17,2337811.0,6397.0,21938.0,6397.0
150298,Thailand,2022-01-18,2344933.0,7122.0,21956.0,7122.0
150299,Thailand,2022-01-19,2353062.0,8129.0,21968.0,8129.0
150300,Thailand,2022-01-20,2361702.0,8640.0,21987.0,8640.0
150301,Thailand,2022-01-21,2369814.0,8112.0,22000.0,8112.0
150302,Thailand,2022-01-22,2377500.0,7686.0,22019.0,7686.0
150303,Thailand,2022-01-23,2384639.0,7139.0,22032.0,7139.0
150304,Thailand,2022-01-24,2391357.0,6718.0,22045.0,6718.0
150305,Thailand,2022-01-25,2398944.0,7587.0,22057.0,7587.0
150306,Thailand,2022-01-26,2407022.0,8078.0,22076.0,8078.0
150307,Thailand,2022-01-27,2415472.0,8450.0,22098.0,8450.0
150308,Thailand,2022-01-28,2424090.0,8618.0,22126.0,8618.0
150309,Thailand,2022-01-29,2432534.0,8444.0,22145.0,8444.0
150310,Thailand,2022-01-30,2440542.0,8008.0,22157.0,8008.0
150311,Thailand,2022-01-31,2447964.0,7422.0,22185.0,7422.0
150312,Thailand,2022-02-01,2456551.0,8587.0,22207.0,8587.0
150313,Thailand,2022-02-02,2465723.0,9172.0,22228.0,9172.0
150314,Thailand,2022-02-03,2475632.0,9909.0,22250.0,9909.0
150315,Thailand,2022-02-04,2486122.0,10490.0,22271.0,10490.0
150316,Thailand,2022-02-05,2497001.0,10879.0,22291.0,10879.0
150317,Thailand,2022-02-06,2507471.0,10470.0,22303.0,10470.0
150318,Thailand,2022-02-07,2517869.0,10398.0,22320.0,10398.0
150319,Thailand,2022-02-08,2531051.0,13182.0,22344.0,13182.0
150320,Thailand,2022-02-09,2545873.0,14822.0,22364.0,14822.0
150321,Thailand,2022-02-10,2561115.0,15242.0,22387.0,15242.0
150322,Thailand,2022-02-11,2577445.0,16330.0,22412.0,16330.0
150323,Thailand,2022-02-12,2593327.0,15882.0,22436.0,15882.0
150324,Thailand,2022-02-13,2608227.0,14900.0,22462.0,14900.0
150325,Thailand,2022-02-14,2622600.0,14373.0,22489.0,14373.0
150326,Thailand,2022-02-15,2639062.0,16462.0,22516.0,16462.0
150327,Thailand,2022-02-16,2656411.0,17349.0,22538.0,17349.0
150328,Thailand,2022-02-17,2674477.0,18066.0,22565.0,18066.0
150329,Thailand,2022-02-18,2693362.0,18885.0,22594.0,18885.0
150330,Thailand,2022-02-19,2712315.0,18953.0,22624.0,18953.0
150331,Thailand,2022-02-20,2731198.0,18883.0,22656.0,18883.0
150332,Thailand,2022-02-21,2749561.0,18363.0,22691.0,18363.0
150333,Thailand,2022-02-22,2770793.0,21232.0,22730.0,21232.0
150334,Thailand,2022-02-23,2794350.0,23557.0,22768.0,23557.0
150335,Thailand,2022-02-24,2819282.0,24932.0,22809.0,24932.0
150336,Thailand,2022-02-25,2844897.0,25615.0,22849.0,25615.0
150337,Thailand,2022-02-26,2869616.0,24719.0,22891.0,24719.0
150338,Thailand,2022-02-27,2891927.0,22311.0,22933.0,22311.0
150339,Thailand,2022-02-28,2891927.0,0.0,22933.0,4271.914864864865
150340,Thailand,2022-03-01,2934544.0,42617.0,23021.0,42617.0
150341,Thailand,2022-03-02,2958162.0,23618.0,23070.0,23618.0
150342,Thailand,2022-03-03,2981996.0,23834.0,23124.0,23834.0
150343,Thailand,2022-03-04,3004814.0,22818.0,23176.0,22818.0
150344,Thailand,2022-03-05,3026695.0,21881.0,23235.0,21881.0
150345,Thailand,2022-03-06,3047857.0,21162.0,23300.0,21162.0
150346,Thailand,2022-03-07,3066800.0,18943.0,23369.0,18943.0
150347,Thailand,2022-03-08,3088873.0,22073.0,23438.0,22073.0
150348,Thailand,2022-03-09,3111857.0,22984.0,23512.0,22984.0
150349,Thailand,2022-03-10,3136649.0,24792.0,23575.0,24792.0
150350,Thailand,2022-03-11,3161241.0,24592.0,23643.0,24592.0
